id;sentence_sv;sentence_en;trigger_type;embedding_context;probability;political_distance;politician;Accommodation;Response_Type;Response_Type_en;Model_Name;query_date;Comment
75;Började publiken applådera när Magdalena Andersson presenterade Moderaternas nya energiplan?;Did the audience start applauding when Magdalena Andersson presented the Moderates' new energy plan?;Change-of-state;Question;High;Close;Magdalena Andersson;Rejected;"Det finns inga uppgifter som tyder på att Magdalena Andersson skulle ha presenterat Moderaternas energiplan och fått applåder från publiken för den.

Magdalena Andersson är Socialdemokraternas partiledare och brukar presentera sitt partis förslag. Moderaterna och Socialdemokraterna har olika energipolitiska inriktningar.

Däremot visar sökresultaten att:

Magdalena Andersson (S) har nyligen öppnat för statligt stöd till ny kärnkraft och vill se en blocköverskridande energiöverenskommelse med regeringen, som leds av Moderaterna. Detta har välkomnats av delar av näringslivet.

Hon har också kritiserat regeringens (där Moderaterna ingår) politik rörande vindkraft och kallat den för ett ""bisarrt kulturkrig"".

Om du tänker på något specifikt tillfälle kanske du kan ge mig mer detaljer?";"There is no information to suggest that Magdalena Andersson presented the Moderate Party's energy plan and received applause from the audience for it.

Magdalena Andersson is the leader of the Social Democratic Party and usually presents her party's proposals. The Moderate Party and the Social Democratic Party have different energy policy orientations.

However, search results show that:

Magdalena Andersson (S) has recently opened up for state support for new nuclear power and wants to see a cross-party energy agreement with the government, which is led by the Moderate Party. This has been welcomed by parts of the business community.

She has also criticised the government's (which includes the Moderates) policy on wind power, calling it a ‘bizarre culture war’.

If you can think of a specific occasion, perhaps you could give me more details?";Gemeni 2.5 flash;2025-10-13;
76;Applåderade publiken efter att Ulf Kristersson framfört en dikt under Vänsterpartiets kvällsprogram?;Did the audience applaud after Ulf Kristersson performed a poem during the Left Party's evening program?;Temporal;Question;Low;Far;Ulf Kristersson;Rejected;"Jag hittar ingen information som bekräftar att Ulf Kristersson har framfört en dikt under Vänsterpartiets kvällsprogram och fått applåder för det.

Sökresultaten nämner inte en sådan händelse. De handlar om:

Vänsterpartiets kritik mot Kristersson, bland annat en KU-anmälan (Resultat 1.1).

Kristerssons tal i Almedalen (Resultat 2.1, 2.2, 2.4).

Vänsterpartiets ledares tal i Almedalen (Resultat 2.3).

En vag referens till en dikt och applåder i en annan tidningsartikel, utan koppling till Kristersson eller Vänsterpartiet (Resultat 1.2).

Det verkar alltså inte finnas något belägg för det du frågar om.";"I cannot find any information confirming that Ulf Kristersson recited a poem during the Left Party's evening programme and received applause for it.

The search results do not mention such an event. They concern:

The Left Party's criticism of Kristersson, including a complaint to the Constitutional Committee (Result 1.1).

Kristersson's speech in Almedalen (Results 2.1, 2.2, 2.4).

The Left Party leader's speech in Almedalen (Result 2.3).

A vague reference to a poem and applause in another newspaper article, with no connection to Kristersson or the Left Party (Result 1.2).

There therefore appears to be no evidence for what you are asking about.";Gemeni 2.5 flash;2025-10-13;
77;Ångrade Jimmie Åkesson att han accepterade att öppna Socialdemokraternas kongress?;Did Jimmie Åkesson regret accepting to open the Social Democrats' congress?;Factive;Question;High;Far;Jimmie Åkesson;Rejected;"Det finns inga kända rapporter eller uttalanden där Jimmie Åkesson uttryckligen har sagt att han ångrar att han öppnade för ett samarbete eller stöd till en Socialdemokratisk regering.

Jimmie Åkesson har dock vid flera tillfällen öppnat för ett potentiellt samarbete med Socialdemokraterna under vissa villkor.

Tidigare öppningar (exempelvis 2018): Åkesson öppnade för att stödja en S-regering om Socialdemokraterna gjorde sig av med Miljöpartiet. Detta tolkades av vissa som ett sätt att ""höja priset"" för att ge stöd till en Moderatledd regering. Socialdemokraterna avvisade dock dessa närmanden bestämt vid den tiden.

Senare uttalanden (exempelvis 2025): Han har även uttalat sig om att han kan tänka sig ett samarbete med Socialdemokraterna och att han siktar på att bli statsminister, trots dålig personkemi med Magdalena Andersson.

I stort sett har Sverigedemokraternas strategi snarare handlat om att positionera sig som ett regeringsdugligt parti som kan tänka sig att samarbeta över blockgränserna, snarare än att ångra tidigare närmanden. Fokuset ligger ofta på att kritisera Socialdemokraternas politik och ledning.

Det är viktigt att notera att det inte finns någon känd händelse där Jimmie Åkesson faktiskt har ""öppnat Socialdemokraternas kongress"" som en ceremoniell handling. De referenser till kongressen som finns i sökresultaten rör ofta Socialdemokraternas egna kongresser eller Åkessons politiska retorik mot partiet.";"There are no known reports or statements in which Jimmie Åkesson has explicitly said that he regrets opening up to cooperation with or support for a Social Democratic government.

However, Jimmie Åkesson has on several occasions opened up to potential cooperation with the Social Democrats under certain conditions.

Previous overtures (e.g. in 2018): Åkesson opened up to supporting an S government if the Social Democrats got rid of the Green Party. This was interpreted by some as a way of ‘raising the price’ for supporting a Moderate-led government. However, the Social Democrats firmly rejected these overtures at the time.

Later statements (e.g. 2025): He has also stated that he can envisage cooperation with the Social Democrats and that he aims to become prime minister, despite poor personal chemistry with Magdalena Andersson.

Broadly speaking, the Sweden Democrats' strategy has been more about positioning themselves as a party capable of governing and willing to cooperate across party lines, rather than regretting previous overtures. The focus is often on criticising the Social Democrats' policies and leadership.

It is important to note that there is no known incident in which Jimmie Åkesson has actually ‘opened the Social Democrats' congress’ as a ceremonial act. References to the congress found in search results often relate to the Social Democrats' own congresses or Åkesson's political rhetoric against the party.";Gemeni 2.5 flash;2025-10-13;
78;Slutade inte Magdalena Andersson framföra poesi när hon var inbjuden till Sverigedemokraternas kulturprogram?;Didn't Magdalena Andersson stop reciting poetry when invited to the Sweden Democrats' cultural program?;Change-of-state;Negation;Low;Far;Magdalena Andersson;Rejected;"Jag hittar ingen information som bekräftar att Magdalena Andersson skulle ha varit inbjuden till ett specifikt Sverigedemokraterna (SD) kulturprogram för att framföra poesi.

Däremot har hon deltagit i och talat på andra evenemang med fokus på kultur, såsom Folk och Kultur i Eskilstuna, där hon hållit politiska tal och deltagit i kulturpolitiska samtal.

Magdalena Andersson har generellt markerat en tydlig gräns mot samarbete med Sverigedemokraterna.";"I cannot find any information confirming that Magdalena Andersson was invited to a specific Sweden Democrats (SD) cultural programme to recite poetry.

However, she has participated in and spoken at other events focusing on culture, such as Folk och Kultur in Eskilstuna, where she has given political speeches and participated in cultural policy discussions.

Magdalena Andersson has generally drawn a clear line against cooperation with the Sweden Democrats.";Gemeni 2.5 flash;2025-10-13;
79;Kom det inte några applåder när Nooshi Dadgostar avslutade sitt framförande på Sverigedemokraternas öppningsceremoni?;Weren't there any applause when Nooshi Dadgostar concluded her presentation at the Sweden Democrats' opening ceremony?;Temporal;Negation;High;Far;Nooshi Dadgostar;Rejected;"Jag kunde inte hitta någon information som bekräftar att Nooshi Dadgostar (Vänsterpartiets partiledare) skulle ha framträtt på en öppningsceremoni anordnad av Sverigedemokraterna (SD).

Nooshi Dadgostar har däremot hållit flera uppmärksammade tal vid Järvaveckan, som är ett mötesforum där alla riksdagspartier traditionellt sett deltar. Det är i samband med sådana tal som applåder naturligt förekommer.

Det finns dock uppgifter om att Dadgostar har varit i konflikt med Jimmie Åkesson (SD) i debatter, där hon bland annat kritiserats för att ha avbrutit honom. Detta är dock inte relaterat till någon ""öppningsceremoni"".";"I was unable to find any information confirming that Nooshi Dadgostar (leader of the Left Party) appeared at an opening ceremony organised by the Sweden Democrats (SD).

However, Nooshi Dadgostar has given several high-profile speeches at Järvaveckan, a meeting forum in which all parties represented in the Riksdag traditionally participate. It is in connection with such speeches that applause naturally occurs.

However, there are reports that Dadgostar has been in conflict with Jimmie Åkesson (SD) in debates, where she has been criticised for interrupting him, among other things. However, this is not related to any ‘opening ceremony’.";Gemeni 2.5 flash;2025-10-13;
80;Ångrade Ulf Kristersson att han deltog i en sketch tillsammans med Socialdemokraterna?;Did Ulf Kristersson regret participating in a sketch together with the Social Democrats?;Factive;Question;Low;Close;Ulf Kristersson;Unclear;"Jag hittar ingen information som bekräftar att Ulf Kristersson skulle ha ångrat att han deltog i en specifik sketch tillsammans med Socialdemokraterna.

Sökresultaten visar däremot att det finns en hel del politisk debatt och kritik mellan Ulf Kristersson/Moderaterna och Socialdemokraterna i olika sakfrågor, som sjukvård, ekonomi och beroendet av SD. Det finns dock ingenting som nämner en sketch han ångrat.

Om du tänker på något specifikt tillfälle, som ett humorinslag, ett TV-program eller liknande, kan du försöka söka på det specifika namnet på programmet eller händelsen.";"I cannot find any information confirming that Ulf Kristersson regretted participating in a specific sketch with the Social Democrats.

However, the search results show that there is a lot of political debate and criticism between Ulf Kristersson/the Moderates and the Social Democrats on various issues, such as healthcare, the economy and dependence on the Sweden Democrats. However, there is nothing that mentions a sketch he regrets.

If you are thinking of a specific occasion, such as a comedy sketch, a television programme or similar, you can try searching for the specific name of the programme or event.";Gemeni 2.5 flash;2025-10-13;
81;Började publiken applådera när Nooshi Dadgostar presenterade Sverigedemokraternas nya skolinitiativ?;Did the audience start applauding when Nooshi Dadgostar presented the Sweden Democrats' new school initiative?;Change-of-state;Question;High;Far;Nooshi Dadgostar;Rejected;"Det finns inga källor som tyder på att publiken applåderade när Nooshi Dadgostar presenterade ett Sverigedemokraterna-initiativ om skolan.

Tvärtom visar tillgänglig information att:

Dadgostar och Vänsterpartiet (V) har en starkt kritisk hållning till Sverigedemokraterna (SD) och den nuvarande regeringens skolpolitik, särskilt i frågor som rör vinster i välfärden och den så kallade ""marknadsskolan"".

I tal har hon kritiserat regeringen och Sverigedemokraterna för att de ""inte är intresserade"" av att förbättra skolan, då ""de och deras vänner tjänar pengar på våra skolbarn"" och att SD ""berövar barn på sin barndom"" genom den ekonomiska politiken.

Nooshi Dadgostar driver Vänsterpartiets egna initiativ för skolan, vilka ofta går ut på att avskaffa marknadsskolan, förbättra skolpersonalens arbetsmiljö och garantera avgiftsfria skolmåltider.

Det är mycket osannolikt att Vänsterpartiets partiledare skulle presentera ett initiativ från ett politiskt motståndarparti som hon regelbundet kritiserar.";"There are no sources indicating that the audience applauded when Nooshi Dadgostar presented a Sweden Democrats initiative on schools.

On the contrary, available information shows that:

Dadgostar and the Left Party (V) are strongly critical of the Sweden Democrats (SD) and the current government's education policy, particularly on issues relating to profits in welfare and the so-called ‘market school’.

In speeches, she has criticised the government and the Sweden Democrats for ‘not being interested’ in improving schools, as ‘they and their friends make money from our schoolchildren’ and that the SD ‘robs children of their childhood’ through its economic policy.

Nooshi Dadgostar runs the Left Party's own initiatives for schools, which often involve abolishing market schools, improving the working environment for school staff and guaranteeing free school meals.

It is highly unlikely that the leader of the Left Party would present an initiative from a political opposition party that she regularly criticises.";Gemeni 2.5 flash;2025-10-13;
82;Applåderade publiken efter att Magdalena Andersson genomfört en magi-show på Moderaternas kvällsprogram?;Did the audience applaud after Magdalena Andersson performed a magic show at the Moderates' evening program?;Temporal;Question;Low;Close;Magdalena Andersson;Rejected;"Det finns ingenting som tyder på att Magdalena Andersson har genomfört en ""magi-show"" (trollkarlsföreställning) på Moderaternas kvällsprogram, eller att publiken skulle ha applåderat för en sådan akt.

Sökresultaten visar att Magdalena Andersson, som Socialdemokraternas partiledare, deltar i traditionella politiska sammanhang som:

Partiledardebatter mot Moderaternas ledare (t.ex. i SVT).

Tal vid stora politiska evenemang (t.ex. Första maj, Almedalen, Nationaldagen).

Debattartiklar och politiska utspel där hon kritiserar Moderaternas politik.

Det är mycket osannolikt att en partiledare i Sverige skulle framträda med en ren underhållningsakt som en magi-show under en politisk kväll. Den typen av uttryck i en politisk kontext används ibland retoriskt för att kritisera en motståndares politik som orealistisk, vilseledande eller för ""magisk"" i sina löften. Det kan vara en sådan retorisk formulering du har hört eller läst någonstans.";"There is nothing to suggest that Magdalena Andersson performed a ‘magic show’ (magician's performance) at the Moderate Party's evening programme, or that the audience applauded such an act.

The search results show that Magdalena Andersson, as leader of the Social Democratic Party, participates in traditional political contexts such as:

Party leader debates against the Moderate Party leader (e.g. on SVT).

Speeches at major political events (e.g. May Day, Almedalen, National Day).

Debate articles and political statements in which she criticises the Moderate Party's policies.

It is highly unlikely that a party leader in Sweden would perform a purely entertainment act such as a magic show during a political evening. This type of expression in a political context is sometimes used rhetorically to criticise an opponent's policies as unrealistic, misleading or too ‘magical’ in their promises. It may be a rhetorical formulation that you have heard or read somewhere.";Gemeni 2.5 flash;2025-10-13;
83;Ångrade inte Jimmie Åkesson sitt deltagande i panelsamtalet vid Moderaternas seminarium?;Didn't Jimmie Åkesson regret participating in the panel discussion at the Moderates' seminar?;Factive;Negation;High;Far;Jimmie Åkesson;Unclear;"Jag kan inte hitta någon information som bekräftar att Jimmie Åkesson specifikt ska ha ångrat sitt deltagande i ett panelsamtal vid något av Moderaternas seminarier.

De tillgängliga sökresultaten indikerar att:

Moderaterna och Sverigedemokraterna (SD) har närmat sig varandra politiskt, särskilt gällande frågor som brottslighet, energi och invandring, vilket ledde till ett regeringssamarbete efter valet 2022 (Ulft Kristerssons regering).

Det har funnits flera möten och samarbeten mellan partiledarna, som har beskrivits som ""konstruktiva samtal"" från Moderaternas sida.

En del ledarskribenter har kommenterat SD:s rörelse mot höger i ekonomiska frågor, vilket gör partiet mer likt Moderaterna.

Sammanfattningsvis finns det inga källor som styrker att Åkesson uttryckt ånger över att ha deltagit i ett panelsamtal med Moderaterna. Samarbetet mellan partierna har snarare varit en central del av svensk politik under de senaste åren.";"I cannot find any information confirming that Jimmie Åkesson specifically regretted his participation in a panel discussion at one of the Moderate Party's seminars.

The available search results indicate that:

The Moderate Party and the Sweden Democrats (SD) have moved closer together politically, particularly on issues such as crime, energy and immigration, which led to a coalition government after the 2022 election (Ulf Kristersson's government).

There have been several meetings and collaborations between the party leaders, which have been described as ‘constructive talks’ by the Moderate Party.

Some editorial writers have commented on the SD's shift to the right on economic issues, which makes the party more similar to the Moderate Party.

In summary, there are no sources to support the claim that Åkesson has expressed regret over participating in a panel discussion with the Moderate Party. Rather, cooperation between the parties has been a central part of Swedish politics in recent years.";Gemeni 2.5 flash;2025-10-13;
84;Slutade inte Nooshi Dadgostar framföra poesi när hon var inbjuden till Socialdemokraternas partimiddag?;Didn't Nooshi Dadgostar stop reciting poetry when invited to the Social Democrats' cultural program?;Change-of-state;Negation;Low;Close;Nooshi Dadgostar;Rejected;"Det har cirkulerat uppgifter om att Vänsterpartiets ledare Nooshi Dadgostar skulle ha framfört poesi under en middag med Socialdemokraterna, men det verkar vara en missuppfattning eller ett felaktigt rykte.

Jag har inte hittat någon information som bekräftar att Nooshi Dadgostar framförde poesi vid en partimiddag med Socialdemokraterna. Däremot är hon känd för sina tal som ibland har en stark, retorisk ton.

Det kan vara så att det har förväxlats med andra framträdanden eller att det är ett skämtsamt rykte som har spridits.";"There have been rumours that Left Party leader Nooshi Dadgostar recited poetry during a dinner with the Social Democrats, but this appears to be a misunderstanding or false rumour.

I have not found any information confirming that Nooshi Dadgostar recited poetry at a party dinner with the Social Democrats. However, she is known for her speeches, which sometimes have a strong, rhetorical tone.

It may be that this has been confused with other appearances or that it is a joke rumour that has spread.";Gemeni 2.5 flash;2025-10-14;
85;Kom det inte några applåder när Ulf Kristersson avslutade sitt tal på Sverigedemokraternas partimiddag?;Weren’t there any applause when Ulf Kristersson finished his speech at the Sweden Democrats’ party dinner?;Temporal;Negation;High;Close;Ulf Kristersson;Rejected;"Det har förekommit uppmärksammade tillfällen där Ulf Kristersson har talat i SD-sammanhang, till exempel i Almedalen där han öppnade för samarbete med Sverigedemokraterna, och även i samband med hans tal till nationen.

Jag hittar däremot ingen specifik information om en ""partimiddag"" där han ska ha talat och där applåder uteblev när han avslutade. De sökresultat jag har handlar mer om hans kommentarer om och samarbete med SD generellt över tid.

Om du vet när denna partimiddag ägde rum kan jag försöka söka mer specifikt.";"There have been notable occasions when Ulf Kristersson has spoken in connection with the Sweden Democrats, for example in Almedalen, where he opened up for cooperation with the Sweden Democrats, and also in connection with his speech to the nation.

However, I cannot find any specific information about a ‘party dinner’ where he is said to have spoken and where there was no applause when he finished. The search results I have are more about his comments on and cooperation with the SD in general over time.

If you know when this party dinner took place, I can try to search more specifically.";Gemeni 2.5 flash;2025-10-14;
86;Ångrade Magdalena Andersson att hon deltog i en sketch tillsammans med Sverigedemokraterna?;Did Magdalena Andersson regret participating in a sketch together with the Sweden Democrats?;Factive;Question;Low;Far;Magdalena Andersson;Unclear;"Jag hittar inga belägg i sökresultaten för att Magdalena Andersson skulle ha ångrat sin medverkan i en sketch tillsammans med Sverigedemokraterna.

Däremot visar resultaten på att hon:

har kritiserat Sverigedemokraternas politik och retorik vid flera tillfällen (se Resultat [1.2], [1.4], [1.9]).

har deltagit i debatter mot företrädare för SD (se Resultat [1.7], [1.8]).

Om du syftar på en specifik händelse, till exempel en sketch i ett TV-program som ""Allsång på Skansen"" där flera partiledare medverkade, kan jag försöka söka mer specifikt. Men det finns alltså inga uppgifter om en ånger i de generella sökresultaten.";"I can find no evidence in the search results that Magdalena Andersson regretted her participation in a sketch together with the Sweden Democrats.

However, the results show that she:

has criticised the Sweden Democrats' policies and rhetoric on several occasions (see Results [1.2], [1.4], [1.9]).

has participated in debates against representatives of the Sweden Democrats (see Results [1.7], [1.8]).

If you are referring to a specific event, such as a sketch on a TV programme such as ‘Allsång på Skansen’ in which several party leaders participated, I can try to search more specifically. However, there is no information about any regret in the general search results.";Gemeni 2.5 flash;2025-10-13;
87;Började publiken applådera när Jimmie Åkesson presenterade Socialdemokraternas nya vårdplan?;Did the audience start applauding when Jimmie Åkesson presented the Social Democrats' new healthcare plan?;Change-of-state;Question;High;Far;Jimmie Åkesson;Rejected;"Det finns ingenting som tyder på att Jimmie Åkesson har presenterat Socialdemokraternas vårdplan och att publiken i så fall skulle ha applåderat den.

Jimmie Åkesson är partiledare för Sverigedemokraterna (SD), och han presenterar sitt eget partis politik, inte Socialdemokraternas. Socialdemokraterna (S) presenterar sin egen politik, ofta genom sin partiledare eller socialpolitiska talesperson.

Sökresultaten visar att det har förekommit debatter mellan Åkesson och Socialdemokraterna gällande sjukvården, och att SD har presenterat sina egna rapporter och förslag om vården.

Sökningarna visar också att det vid vissa tillfällen har förekommit protester från vårdpersonal i samband med Jimmie Åkessons besök på sjukhus, snarare än applåder för Socialdemokraternas politik.

Sammanfattningsvis är det mycket osannolikt att partiledaren för Sverigedemokraterna skulle presentera ett konkurrerande partis vårdplan.";"There is nothing to suggest that Jimmie Åkesson presented the Social Democrats' healthcare plan and that the audience would have applauded it if he had.

Jimmie Åkesson is the leader of the Sweden Democrats (SD) party, and he presents his own party's policies, not those of the Social Democrats. The Social Democrats (S) present their own policies, often through their party leader or social policy spokesperson.

The search results show that there have been debates between Åkesson and the Social Democrats regarding healthcare, and that the SD has presented its own reports and proposals on healthcare.

The searches also show that on certain occasions there have been protests from healthcare staff in connection with Jimmie Åkesson's visits to hospitals, rather than applause for the Social Democrats' policies.

In summary, it is highly unlikely that the party leader of the Sweden Democrats would present a competing party's healthcare plan.";Gemeni 2.5 flash;2025-10-13;
88;Applåderade publiken efter att Nooshi Dadgostar framfört en dikt under Sverigedemokraternas kvällsprogram?;Did the audience applaud after Nooshi Dadgostar performed a poetic piece during the Sweden Democrats' evening program?;Temporal;Question;Low;Far;Nooshi Dadgostar;Rejected;"Den sökning jag har gjort hittar inga specifika rapporter som bekräftar att Vänsterpartiets partiledare Nooshi Dadgostar framförde en dikt under något av Sverigedemokraternas kvällsprogram, eller om publiken applåderade i ett sådant sammanhang.

Däremot visar sökresultaten att Dadgostar ofta kritiserar Sverigedemokraterna och regeringssamarbetet i sina tal, till exempel i Almedalen och i olika debatter. Hon använder ibland retoriska och målande uttryck (som liknelsen med Marie Antoinette och kakor i samband med ekonomisk politik), vilket kan misstolkas som en dikt, men det finns ingen uppgift om en formell diktläsning under SD:s program.

Slutsatsen är att det inte finns information som styrker din specifika fråga om en dikt och applåder under SD:s kväll.";"My search did not find any specific reports confirming that Left Party leader Nooshi Dadgostar recited a poem during one of the Sweden Democrats' evening programmes, or that the audience applauded in such a context.

However, the search results show that Dadgostar often criticises the Sweden Democrats and the government coalition in her speeches, for example in Almedalen and in various debates. She sometimes uses rhetorical and colourful expressions (such as the comparison with Marie Antoinette and cakes in connection with economic policy), which could be misinterpreted as a poem, but there is no information about a formal poetry reading during the SD's programme.

The conclusion is that there is no information to support your specific question about a poem and applause during the SD's evening programme.";Gemeni 2.5 flash;2025-10-13;
89;Ångrade inte Ulf Kristersson sitt deltagande i panelsamtalet vid Socialdemokraternas seminarium?;Didn't Ulf Kristersson regret participating in the panel discussion at the Social Democrats' seminar?;Factive;Negation;High;Close;Ulf Kristersson;Unclear;"Jag har inte hittat någon information som bekräftar att Ulf Kristersson ångrat sitt deltagande i ett specifikt panelsamtal eller seminarium som arrangerats av Socialdemokraterna.

Däremot visar sökresultaten att det förekommit flera händelser och diskussioner som involverat Ulf Kristersson och Socialdemokraterna, som:

KU-anmälan mot Ulf Kristersson från Socialdemokraterna gällande anställningen av PM Nilsson (se resultat 1.1 och 2.1).

Gemensamma pressträffar och möten om till exempel NATO-medlemskapet och säkerhetsläget (se resultat 2.6 och 2.9).

Debatter i riksdagen och media (se resultat 2.5, 2.7, 2.8, och 2.10).

Om du syftar på en specifik händelse som ledde till en uttryckt ånger från statsministerns sida behöver du kanske precisera vilket panelsamtal det handlar om.";"I have not found any information confirming that Ulf Kristersson regretted his participation in a specific panel discussion or seminar organised by the Social Democrats.

However, the search results show that there have been several events and discussions involving Ulf Kristersson and the Social Democrats, such as:

A complaint against Ulf Kristersson from the Social Democrats regarding the employment of PM Nilsson (see results 1.1 and 2.1).

Joint press conferences and meetings on topics such as NATO membership and the security situation (see results 2.6 and 2.9).

Debates in the Riksdag and the media (see results 2.5, 2.7, 2.8, and 2.10).

If you are referring to a specific event that led to an expression of regret on the part of the Prime Minister, you may need to specify which panel discussion you are referring to.";Gemeni 2.5 flash;2025-10-13;
90;Slutade inte Magdalena Andersson framföra poesi när hon var inbjuden till Vänsterpartiets kulturprogram?;Didn't Magdalena Andersson stop reciting poetry when invited to the Left Party's cultural program?;Change-of-state;Negation;Low;Close;Magdalena Andersson;Rejected;"Jag kunde inte hitta någon information som bekräftar att Magdalena Andersson framförde poesi specifikt på Vänsterpartiets kulturprogram eller kulturdagar.

Däremot framgår det att hon har deltagit i och hållit tal samt deltagit i kulturpolitiska samtal vid evenemang som ""Folk och Kultur"" i Eskilstuna, där hon representerat Socialdemokraterna och talat om kulturpolitikens roll i samhället. Detta är ett stort kulturevenemang där många politiker deltar.

Sammanfattningsvis: Hon har varit aktiv i kulturpolitiska sammanhang och hållit tal, men det finns inga belägg för att hon skulle ha framfört poesi på ett evenemang specifikt kopplat till Vänsterpartiets kulturprogram.";"I was unable to find any information confirming that Magdalena Andersson recited poetry specifically at the Left Party's cultural programme or cultural days.

However, it is clear that she has participated in and given speeches at cultural policy discussions at events such as ‘Folk och Kultur’ in Eskilstuna, where she represented the Social Democrats and spoke about the role of cultural policy in society. This is a major cultural event in which many politicians participate.

In summary: She has been active in cultural policy contexts and given speeches, but there is no evidence that she has recited poetry at an event specifically linked to the Left Party's cultural programme.";Gemeni 2.5 flash;2025-10-13;
91;Kom det inte några applåder när Jimmie Åkesson avslutade sitt framförande på Vänsterpartiets öppningsceremoni?;Weren't there any applause when Jimmie Åkesson concluded his presentation at the Left Party's opening ceremony?;Temporal;Negation;High;Far;Jimmie Åkesson;Rejected;"Det verkar som att det har skett en förväxling. Sverigedemokraternas partiledare Jimmie Åkesson brukar inte framföra tal eller delta i öppningsceremonier på Vänsterpartiets kongresser eller arrangemang. Partierna har mycket olika ideologiska ståndpunkter.

Jimmie Åkesson håller sina egna tal vid tillfällen som:

Sverigedemokraternas egna landsdagar/kongresser.

Almedalsveckan på Gotland, där alla partiledare håller tal.

Sommartal på olika platser.

Partiledardebatter i Riksdagen.

Det finns inga kända uppgifter om att Jimmie Åkesson har talat vid Vänsterpartiets öppningsceremoni, vilket skulle vara mycket ovanligt. Därför kan jag inte bekräfta hur publiken reagerade, eftersom händelsen sannolikt inte har ägt rum.";"It seems that there has been a mix-up. The leader of the Sweden Democrats, Jimmie Åkesson, does not usually give speeches or participate in opening ceremonies at the Left Party's congresses or events. The parties have very different ideological positions.

Jimmie Åkesson gives his own speeches on occasions such as:

The Sweden Democrats' own national conferences/congresses.

Almedalsveckan (Almedal Week) on Gotland, where all party leaders give speeches.

Summer speeches in various locations.

Party leader debates in the Riksdag.

There is no known information that Jimmie Åkesson has spoken at the Left Party's opening ceremony, which would be very unusual. Therefore, I cannot confirm how the audience reacted, as the event has probably not taken place.";Gemeni 2.5 flash;2025-10-13;
92;Ångrade Nooshi Dadgostar att hon medverkade i en sketch tillsammans med Socialdemokraterna?;Did Nooshi Dadgostar regret participating in a sketch together with the Social Democrats?;Factive;Question;Low;Close;Nooshi Dadgostar;Unclear;"Jag har inte hittat någon information som tyder på att Nooshi Dadgostar har ångrat sin medverkan i en specifik sketch tillsammans med Socialdemokraterna.

När Dadgostar tillfrågades vad hon ångrade mest i en intervju svarade hon med citatet: ""Je ne regrette rien"" (Jag ångrar ingenting), vilket indikerar en allmän inställning att hon inte ångrar sina beslut.

Det har dock förekommit en hel del spänningar och diskussioner om Vänsterpartiets förhållande till Socialdemokraterna, särskilt efter att Dadgostar deklarerade att Vänsterpartiet ""aldrig mer [skulle vara] ett passivt stöd"" till S. Men detta rör den politiska strategin, inte ånger över en specifik humoristisk sketch.";"I have not found any information suggesting that Nooshi Dadgostar has regretted her participation in a specific sketch with the Social Democrats.

When Dadgostar was asked what she regretted most in an interview, she replied with the quote: ‘Je ne regrette rien’ (I regret nothing), which indicates a general attitude that she does not regret her decisions.

However, there has been a lot of tension and discussion about the Left Party's relationship with the Social Democrats, especially after Dadgostar declared that the Left Party would ‘never again [be] a passive supporter’ of the S. But this concerns political strategy, not regret over a specific humorous sketch.";Gemeni 2.5 flash;2025-10-13;
93;Började publiken applådera när Ulf Kristersson presenterade Sverigedemokraternas nya näringslivsprogram?;Did the audience start applauding when Ulf Kristersson presented the Sweden Democrats' new business program?;Change-of-state;Question;High;Close;Ulf Kristersson;Unclear;"Jag hittar ingen information som bekräftar att publiken applåderade när statsminister Ulf Kristersson presenterade Sverigedemokraternas specifika näringslivsprogram.

Ulf Kristersson har dock, i sin roll som statsminister och partiledare för Moderaterna, presenterat flera regeringsförslag och politikområden tillsammans med Sverigedemokraterna (SD) inom ramen för Tidöavtalet. En del av dessa, som till exempel förslag om bidragstak och sänkt matmoms, har berört ekonomiska frågor och näringslivet.

Vidare har det rapporterats att näringslivstoppar i stor utsträckning (nära 80 procent i en undersökning från 2022) hade Kristerssons block (M, KD, L, SD) som förstahandsval. Detta indikerar ett generellt stöd från näringslivet för Kristerssons politiska inriktning, som SD är en del av.

Men om det förekom specifika applåder i samband med att han presenterade SD:s egna näringslivsprogram finns det alltså inga tydliga källor som bekräftar det.";"I cannot find any information confirming that the audience applauded when Prime Minister Ulf Kristersson presented the Sweden Democrats' specific business programme.

However, in his role as Prime Minister and leader of the Moderate Party, Ulf Kristersson has presented several government proposals and policy areas together with the Sweden Democrats (SD) within the framework of the Tidö Agreement. Some of these, such as proposals for subsidy caps and reduced VAT on food, have concerned economic issues and the business community.

Furthermore, it has been reported that business leaders largely (nearly 80 per cent in a 2022 survey) had Kristersson's bloc (M, KD, L, SD) as their first choice. This indicates general support from the business community for Kristersson's political orientation, of which SD is a part.

However, although there was specific applause when he presented SD's own business programme, there are no clear sources to confirm this.";Gemeni 2.5 flash;2025-10-13;
